,Start Index,End Index
0,2015-01-05 22:50:00,2015-01-06 09:40:00
1,2015-01-18 18:50:00,2015-01-19 05:40:00
2,2015-01-19 10:00:00,2015-01-19 20:50:00
3,2015-01-25 15:40:00,2015-01-26 02:30:00
4,2015-01-26 02:00:00,2015-01-26 12:50:00
5,2015-02-09 16:30:00,2015-02-10 03:20:00
6,2015-02-16 03:40:00,2015-02-16 14:30:00
7,2015-02-16 14:20:00,2015-02-17 01:10:00
8,2015-02-21 09:40:00,2015-02-21 20:30:00
9,2015-02-21 20:10:00,2015-02-22 07:00:00
10,2015-02-26 00:20:00,2015-02-26 11:10:00
11,2015-03-03 11:10:00,2015-03-03 22:00:00
12,2015-03-13 02:50:00,2015-03-13 13:40:00
13,2015-03-18 15:00:00,2015-03-19 01:50:00
14,2015-03-31 19:10:00,2015-04-01 06:00:00
15,2015-04-02 17:40:00,2015-04-03 04:30:00
16,2015-04-03 04:20:00,2015-04-03 15:10:00
17,2015-04-04 19:30:00,2015-04-05 06:20:00
18,2015-04-05 10:30:00,2015-04-05 21:20:00
19,2015-04-08 10:40:00,2015-04-08 21:30:00
20,2015-04-13 17:40:00,2015-04-14 04:30:00
21,2015-04-14 05:30:00,2015-04-14 16:20:00
22,2015-04-14 16:10:00,2015-04-15 03:00:00
23,2015-04-15 02:30:00,2015-04-15 13:20:00
24,2015-04-16 12:00:00,2015-04-16 22:50:00
25,2015-04-19 09:10:00,2015-04-19 20:00:00
26,2015-04-19 19:40:00,2015-04-20 06:30:00
27,2015-04-20 07:10:00,2015-04-20 18:00:00
28,2015-04-29 06:00:00,2015-04-29 16:50:00
29,2015-04-29 16:20:00,2015-04-30 03:10:00
30,2015-05-02 21:20:00,2015-05-03 08:10:00
31,2015-05-03 07:40:00,2015-05-03 18:30:00
32,2015-05-04 05:50:00,2015-05-04 16:40:00
33,2015-05-11 18:20:00,2015-05-12 05:10:00
34,2015-05-12 04:50:00,2015-05-12 15:40:00
35,2015-05-12 18:30:00,2015-05-13 05:20:00
36,2015-05-19 17:10:00,2015-05-20 04:00:00
37,2015-05-30 12:40:00,2015-05-30 23:30:00
38,2015-06-05 08:00:00,2015-06-05 18:50:00
39,2015-06-12 01:20:00,2015-06-12 12:10:00
40,2015-06-13 00:50:00,2015-06-13 11:40:00
41,2015-06-13 16:30:00,2015-06-14 03:20:00
42,2015-06-14 05:20:00,2015-06-14 16:10:00
43,2015-06-17 22:00:00,2015-06-18 08:50:00
44,2015-06-20 10:40:00,2015-06-20 21:30:00
45,2015-06-21 02:20:00,2015-06-21 13:10:00
